job title,agency,department,location,salary,search_keyword,extracted_salary
Natural Resources Project Manager,U.S. Army Corps of Engineers,Department of the Army,"Springfield, Ohio
                    Springfield, Ohio","Starting at $71,533 Per Year (GS 11)",Project Manager,71533
Facility Management Systems Specialist (Detail-Temporary Promotion),National Park Service,Department of the Interior,"Stafford, Virginia
                    Stafford, Virginia","Starting at $78,592 Per Year (GS 11)",Project Manager,78592
AST - Experimental Facility Development (Direct Hire),Ames Research Center,National Aeronautics and Space Administration,"Moffett Field, California
                    Moffett Field, California","Starting at $144,017 Per Year (GS 14)",Project Manager,144017
Supervisory Digital Services Manager,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (IR 1)",Project Manager,116393
Interdisciplinary,U.S. Army Corps of Engineers,Department of the Army,"Wheeler Army Airfield, Hawaii
                    Wheeler Army Airfield, Hawaii","Starting at $102,444 Per Year (GS 13)",Project Manager,102444
Human Resources Specialist,Office of Personnel Management,Other Agencies and Independent Organizations,Multiple Locations,"Starting at $112,015 Per Year (GS 13)",Project Manager,112015
NATURAL RESOURCES SPECIALIST (RANGER),U.S. Army Corps of Engineers,Department of the Army,"Franklin, New Hampshire
                    Franklin, New Hampshire","Starting at $42,404 Per Year (GS 5-9)",Project Manager,42404
Architect,Food and Drug Administration,Department of Health and Human Services,"Rockville, Maryland
                    Rockville, Maryland","Starting at $112,015 Per Year (GS 13)",Project Manager,112015
IT Program Manager (Information Security),HQDA Field Operating Agencies and Staff Support Agencies,Department of the Army,"Fort Belvoir, Virginia
                    Fort Belvoir, Virginia","Starting at $132,368 Per Year (GS 14)",Project Manager,132368
Tax Law Specialist (Register),Internal Revenue Service,Department of the Treasury,"Detroit, Michigan
                    Detroit, Michigan","Starting at $62,937 Per Year (GS 9-13)",Project Manager,62937
Community Planner (0020),Federal Aviation Administration,Department of Transportation,"Des Plaines, Illinois
                    Des Plaines, Illinois","Starting at $64,600 Per Year (FV G-I)",Project Manager,64600
Community Planner (0020),Federal Aviation Administration,Department of Transportation,"Des Plaines, Illinois
                    Des Plaines, Illinois","Starting at $64,600 Per Year (FV G-I)",Project Manager,64600
Interdisciplinary,U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $82,830 Per Year (GS 12-13)",Project Manager,82830
Housing Program Assistant,Assistant Secretary for Housing-Federal Housing Commissioner,Department of Housing and Urban Development,Multiple Locations,"Starting at $42,628 Per Year (GS 6-7)",Project Manager,42628
Housing Program Assistant,Assistant Secretary for Housing-Federal Housing Commissioner,Department of Housing and Urban Development,Multiple Locations,"Starting at $42,628 Per Year (GS 6-7)",Project Manager,42628
Interdisciplinary - DIRECT HIRE,U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $98,496 Per Year (GS 13)",Project Manager,98496
"Aerospace Engineer, AST, Reliability and Quality Assurance",John Glenn Research Center at Lewis Field,National Aeronautics and Space Administration,"Cleveland, Ohio
                    Cleveland, Ohio","Starting at $121,578 Per Year (GS 14)",Project Manager,121578
Logistics Management Specialist (F&E Lead),Federal Aviation Administration,Department of Transportation,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $83,793 Per Year (FV I)",Project Manager,83793
Public Notice for Physical Scientist (Direct Hire),Federal Aviation Administration,Department of Transportation,Multiple Locations,"Starting at $47,813 Per Year (FV G-K)",Project Manager,47813
PROJECT COORDINATION SPECIALIST (TITLE 32),Air National Guard Units,Department of the Air Force,"Nashville, Tennessee
                    Nashville, Tennessee","Starting at $69,107 Per Year (GS 11)",Project Manager,69107
Health System Specialist - Facility Planner,Veterans Health Administration,Department of Veterans Affairs,"Montgomery, Alabama
                    Montgomery, Alabama","Starting at $98,496 Per Year (GS 13)",Project Manager,98496
PROGRAM ANALYST,U.S. Army Corps of Engineers,Department of the Army,"Pittsburgh, Pennsylvania
                    Pittsburgh, Pennsylvania","Starting at $85,582 Per Year (GS 12)",Project Manager,85582
PROGRAM ANALYST,U.S. Army Corps of Engineers,Department of the Army,"Pittsburgh, Pennsylvania
                    Pittsburgh, Pennsylvania","Starting at $85,582 Per Year (GS 12)",Project Manager,85582
INTERDISCIPLINARY,United States Army Futures Command,Department of the Army,"Fort Belvoir, Virginia
                    Fort Belvoir, Virginia","Starting at $94,199 Per Year (DB 3)",Project Manager,94199
INTERDISCIPLINARY COMMUNITY PLANNER/ENGINEER/ARCHITECT,Naval Facilities Engineering Systems Command,Department of the Navy,"Ventura, California
                    Ventura, California","Starting at $66,134 Per Year (GS 9-11)",Project Manager,66134
Civil Engineer (Structural),Bureau of Reclamation,Department of the Interior,"Billings, Montana
                    Billings, Montana","Starting at $97,169 Per Year (GS 12)",Project Manager,97169
Interdisciplinary Engineer,Western Area Power Administration,Department of Energy,"Phoenix, Arizona
                    Phoenix, Arizona","Starting at $109,019 Per Year (GS 12)",Project Manager,109019
FACILITIES OPERATIONS SPECIALIST,Naval Sea Systems Command,Department of the Navy,"Port Hueneme, California
                    Port Hueneme, California","Starting at $80,015 Per Year (GS 11-12)",Project Manager,80015
IT SPECIALIST (DATAMGT),Air Force Civilian Career Training,Department of the Air Force,"Pentagon, Arlington, Virginia
                    Pentagon, Arlington, Virginia","Starting at $132,368 Per Year (GS 14)",Project Manager,132368
SENIOR COST ESTIMATOR,Naval Facilities Engineering Systems Command,Department of the Navy,"Portsmouth Naval Shipyard, Maine
                    Portsmouth Naval Shipyard, Maine","Starting at $110,798 Per Year (GS 13)",Project Manager,110798
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Rock Island, Illinois
                    Rock Island, Illinois","Starting at $70,121 Per Year (GS 11-12)",Project Manager,70121
PROGRAM MANAGER,U.S. Army Corps of Engineers,Department of the Army,"Walla Walla, Washington
                    Walla Walla, Washington","Starting at $98,496 Per Year (GS 13)",Project Manager,98496
General Engineer,Agricultural Research Service,Department of Agriculture,"Manhattan, Kansas
                    Manhattan, Kansas","Starting at $98,496 Per Year (GS 13)",Project Manager,98496
Contract Administration Analyst,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $74,137 Per Year (GS 11-12)",Project Manager,74137
Civil Engineer,Federal Aviation Administration,Department of Transportation,"Fort Worth, Texas
                    Fort Worth, Texas","Starting at $90,892 Per Year (FV I)",Project Manager,90892
SHIP SAFETY SPECIALIST,U.S. Pacific Fleet,Department of the Navy,"Pearl Harbor Naval Base, Oahu, Hawaii
                    Pearl Harbor Naval Base, Oahu, Hawaii","Starting at $59,407 Per Year (GS 9-12)",Project Manager,59407
IT Cybersecurity Specialist,Bonneville Power Administration,Department of Energy,"Portland, Oregon
                    Portland, Oregon","Starting at $105,666 Per Year (GS 13)",Project Manager,105666
Equipment Specialist (Fire),Forest Service,Department of Agriculture,"San Dimas, California
                    San Dimas, California","Starting at $54,067 Per Year (GS 7-9)",Project Manager,54067
Supervisory Biomedical Equipment Support Specialist,Indian Health Service,Department of Health and Human Services,"Pierre, South Dakota
                    Pierre, South Dakota","Starting at $82,830 Per Year (GS 12)",Project Manager,82830
ELECTRICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,Multiple Locations,"Starting at $84,546 Per Year (GS 13)",Project Manager,84546
GENERAL ENGINEER,United States Army Futures Command,Department of the Army,"Redstone Arsenal, Alabama
                    Redstone Arsenal, Alabama","Starting at $120,849 Per Year (DB 4)",Project Manager,120849
Architect,Army Installation Management Command,Department of the Army,"Fort Gregg-Adams, Virginia
                    Fort Gregg-Adams, Virginia","Starting at $72,001 Per Year (GS 11)",Project Manager,72001
Digital Business Analyst (12 Month Register),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $111,521 Per Year (GS 14)",Project Manager,111521
Criminal Investigator (CS),Internal Revenue Service,Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $132,368 Per Year (GS 14)",Project Manager,132368
Space & Facilities Administrator,U.S. Courts,Judicial Branch,"Anchorage, Alaska
                    Anchorage, Alaska","Starting at $62,297 Per Year (CL 27)",Project Manager,62297
IT Specialist (Customer Support),Federal Aviation Administration,Department of Transportation,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $69,664 Per Year (FV H)",Project Manager,69664
Interdisciplinary,U.S. Army Corps of Engineers,Department of the Army,"Concord, Massachusetts
                    Concord, Massachusetts","Starting at $93,175 Per Year (GS 12)",Project Manager,93175
TRAINING SPECIALIST,Air Force Global Strike Command,Department of the Air Force,"Minot AFB, North Dakota
                    Minot AFB, North Dakota","Starting at $57,118 Per Year (GS 9)",Project Manager,57118
CONTRACT SPECIALIST,Army National Guard Units,Department of the Army,"Lincoln, Nebraska
                    Lincoln, Nebraska","Starting at $46,696 Per Year (GS 7-11)",Project Manager,46696
Public Notice for Mathematician (Direct Hire),Federal Aviation Administration,Department of Transportation,Multiple Locations,"Starting at $41,235 Per Year (FV G-K)",Project Manager,41235
Engineering Psychologist (Research),Federal Aviation Administration,Department of Transportation,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $69,664 Per Year (FV H)",Project Manager,69664
Engineering Psychologist (Research),Federal Aviation Administration,Department of Transportation,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $69,664 Per Year (FV H)",Project Manager,69664
Facility Engineer,U.S. Mint,Department of the Treasury,"West Point, New York
                    West Point, New York","Starting at $115,118 Per Year (GS 13)",Project Manager,115118
INTERDISCIPLINARY ENGINEER,U.S. Pacific Fleet,Department of the Navy,"Pearl Harbor Naval Base, Oahu, Hawaii
                    Pearl Harbor Naval Base, Oahu, Hawaii","Starting at $71,877 Per Year (GS 11-12)",Project Manager,71877
Civil Engineer,U.S. Fish and Wildlife Service,Department of the Interior,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Project Manager,82830
Management and Program Analyst,Federal Aviation Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $95,293 Per Year (FV I)",Project Manager,95293
Management and Program Analyst,Federal Aviation Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $95,293 Per Year (FV I)",Project Manager,95293
General Engineer,Naval Air Systems Command,Department of the Navy,"Patuxent River, Maryland
                    Patuxent River, Maryland","Starting at $94,199 Per Year (DP 4)",Project Manager,94199
Program Analyst,Bureau of Reclamation,Department of the Interior,"Boulder City, Nevada
                    Boulder City, Nevada","Starting at $100,407 Per Year (GS 13)",Project Manager,100407
Program Analyst,Bureau of Reclamation,Department of the Interior,"Boulder City, Nevada
                    Boulder City, Nevada","Starting at $100,407 Per Year (GS 13)",Project Manager,100407
ENGINEER OR SCIENTIST,Naval Sea Systems Command,Department of the Navy,"Williamsburg, Virginia
                    Williamsburg, Virginia","Starting at $99,714 Per Year (ND 5)",Project Manager,99714
Forestry Technician (Helicopter Program Manager) - Direct Hire Authority,National Park Service,Department of the Interior,Multiple Locations,"Starting at $57,118 Per Year (GS 9)",Project Manager,57118
Natural Resources Program Manager,U.S. Army Corps of Engineers,Department of the Army,"Clarks Hill, South Carolina
                    Clarks Hill, South Carolina","Starting at $82,830 Per Year (GS 12)",Project Manager,82830
Supply Technician,Federal Aviation Administration,Department of Transportation,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $45,229 Per Year (FV E)",Project Manager,45229
Human Resources Specialist (Labor & Employee Relations),Federal Aviation Administration,Department of Transportation,"Fort Worth, Texas
                    Fort Worth, Texas","Starting at $75,565 Per Year (FV H-I)",Project Manager,75565
Maintenance Worker Supervisor,Air Mobility Command,Department of the Air Force,"Fairchild AFB, Washington
                    Fairchild AFB, Washington",Starting at $25.81 Per Hour (NS 7),Project Manager,48000
TELECOMMUNICATIONS SPECIALIST (RADIO TECH),Army National Guard Units,Department of the Army,"Lincoln, Nebraska
                    Lincoln, Nebraska","Starting at $63,736 Per Year (GS 9-11)",Project Manager,63736
Forester,Bureau of Land Management,Department of the Interior,"North Bend, Oregon
                    North Bend, Oregon","Starting at $57,118 Per Year (GS 9-11)",Project Manager,57118
Environmental Protection Specialist - BIL (Open to both U.S. Citizens and Federal Employees),Office of the Secretary of Transportation,Department of Transportation,"Location Negotiable After Selection,","Starting at $69,107 Per Year (GS 11-14)",Project Manager,69107
"Supervisory Operations Research Analyst (Data & Analytics Manager) - Temp NTE 1 Yr, MBE, MBMP",Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (IR 4)",Project Manager,116393
Supervisory Program Specialist,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $99,908 Per Year (GS 14)",Project Manager,99908
Safety and Occupational Health Specialist,Federal Aviation Administration,Department of Transportation,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $83,793 Per Year (FV I)",Project Manager,83793
Program Manager,Department of Homeland Security - Agency Wide,Department of Homeland Security,Anywhere in the U.S. (remote job),"Starting at $155,700 Per Year (GS 15)",Project Manager,155700
Emergency Management Specialist,Environmental Protection Agency,Other Agencies and Independent Organizations,"Denver, Colorado
                    Denver, Colorado","Starting at $109,107 Per Year (GS 13)",Project Manager,109107
"Senior Examiner, Large Financial Institutions, CG-0570-15",Federal Deposit Insurance Corporation,Other Agencies and Independent Organizations,Multiple Locations,"Starting at $144,446 Per Year (CG 15)",Project Manager,144446
VISUAL INFORMATION SPECIALIST,Defense Information Systems Agency,Department of Defense,"Joint Base Anacostia-Bolling, District of Columbia
                    Joint Base Anacostia-Bolling, District of Columbia","Starting at $132,368 Per Year (GG 14)",Project Manager,132368
IT PROJECT MANAGER (SYSANALYSIS),Defense Information Systems Agency,Department of Defense,"Offutt AFB, Nebraska
                    Offutt AFB, Nebraska","Starting at $99,358 Per Year (GG 13)",Project Manager,99358
Supervisory IT Project Manager,"Treasury, Departmental Offices",Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $155,700 Per Year (GS 15)",Project Manager,155700
IT Project Manager,Office of the Chief Information Officer,Department of Housing and Urban Development,Anywhere in the U.S. (remote job),"Starting at $98,496 Per Year (GS 13-14)",Project Manager,98496
IT Project Manager,Office of the Chief Information Officer,Department of Housing and Urban Development,Anywhere in the U.S. (remote job),"Starting at $98,496 Per Year (GS 13-14)",Project Manager,98496
OPERATIONS PROJECT MANAGER,U.S. Army Corps of Engineers,Department of the Army,"Neville Island, Pennsylvania
                    Neville Island, Pennsylvania","Starting at $101,768 Per Year (GS 13)",Project Manager,101768
Project Manager (Fuels),Bureau of Land Management,Department of the Interior,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Project Manager,82830
Project Manager (Interdisciplinary),U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $98,496 Per Year (GS 12-13)",Project Manager,98496
Interdisciplinary (Project Manager),Bureau of Reclamation,Department of the Interior,"Redding, California
                    Redding, California","Starting at $92,928 Per Year (GS 11-12)",Project Manager,92928
Project Manager (Interdisciplinary),U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Project Manager,82830
Interdisciplinary (Project Manager),Bureau of Reclamation,Department of the Interior,"Redding, California
                    Redding, California","Starting at $92,928 Per Year (GS 11-12)",Project Manager,92928
IT PROJECT MANAGER (CUSTSPT),Defense Information Systems Agency,Department of Defense,"Pentagon, Arlington, Virginia
                    Pentagon, Arlington, Virginia","Starting at $112,015 Per Year (GG 13)",Project Manager,112015
Interdisciplinary Project Manager - Direct Hire,U.S. Army Corps of Engineers,Department of the Army,"Portland, Oregon
                    Portland, Oregon","Starting at $88,860 Per Year (GS 12-13)",Project Manager,88860
Senior Project Manager,Internal Revenue Service,Department of the Treasury,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $155,700 Per Year (GS 15)",Project Manager,155700
PROJECT MANAGER - INTERDISCIPLINARY,U.S. Army Corps of Engineers,Department of the Army,"Walla Walla, Washington
                    Walla Walla, Washington","Starting at $82,830 Per Year (GS 12-13)",Project Manager,82830
IT PROJECT MANAGER/SERVICE MANAGER,"Commander, Naval Information Warfare Systems Command (NAVWARSYSCOM)",Department of the Navy,"Joint Base Anacostia-Bolling, District of Columbia
                    Joint Base Anacostia-Bolling, District of Columbia","Starting at $94,199 Per Year (DP 3)",Project Manager,94199
IT PROJECT MANAGER,Consumer Product Safety Commission,Other Agencies and Independent Organizations,"Bethesda, Maryland
                    Bethesda, Maryland","Starting at $112,015 Per Year (GS 13)",Project Manager,112015
IT Project Manager,Environmental Protection Agency,Other Agencies and Independent Organizations,Multiple Locations,"Starting at $108,532 Per Year (GS 13)",Project Manager,108532
Civil Engineer (Project Manager),U.S. Army Corps of Engineers,Department of the Army,"Concord, Massachusetts
                    Concord, Massachusetts","Starting at $130,929 Per Year (GS 14)",Project Manager,130929
Engineer/Facilities Project Manager,Central Intelligence Agency,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $69,287 Per Year (GS 9-13)",Project Manager,69287
MAJOR PROJECT PROGRAM MANAGER (PORTFOLIO MANAGER),Naval Facilities Engineering Systems Command,Department of the Navy,Multiple Locations,"Starting at $117,831 Per Year (GS 14)",Project Manager,117831
"Interdisciplinary (Project Manager, Military Projects) - Open Continuous",U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Project Manager,82830
Supervisory Project Manager,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (IR 4)",Project Manager,116393
Project Manager (Interdisciplinary),U.S. Army Corps of Engineers,Department of the Army,"Louisville, Kentucky
                    Louisville, Kentucky","Starting at $82,830 Per Year (GS 12)",Project Manager,82830
Project Manager (Interdisciplinary),U.S. Army Corps of Engineers,Department of the Army,"Louisville, Kentucky
                    Louisville, Kentucky","Starting at $82,830 Per Year (GS 12)",Project Manager,82830
Architect (Project Manager),"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13)",Project Manager,112015
IT PROJECT MANAGER (PLCYPLN),Defense Information Systems Agency,Department of Defense,"Fort Meade, Maryland
                    Fort Meade, Maryland","Starting at $132,368 Per Year (GG 14)",Project Manager,132368
IT Project Manager (PLCYPLN),Defense Logistics Agency,Department of Defense,"Philadelphia, Pennsylvania
                    Philadelphia, Pennsylvania","Starting at $116,393 Per Year (GS 14)",Project Manager,116393
Interdisciplinary (Project Manager),National Park Service,Department of the Interior,Multiple Locations,"Starting at $102,489 Per Year (GS 12)",Project Manager,102489
"Interdisciplinary (Senior Project Manager, Military Projects) - Open Continuous",U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $98,496 Per Year (GS 13)",Project Manager,98496
Project Manager/Tribal Liaison,Bureau of Land Management,Department of the Interior,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Project Manager,82830
Project Manager/Tribal Liaison,Bureau of Land Management,Department of the Interior,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Project Manager,82830
General Engineer (Project Manager),"Treasury, Departmental Offices",Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13-14)",Project Manager,112015
Lead Assisted Acquisition Project Manager (1101),Federal Acquisition Service,General Services Administration,"Location Negotiable After Selection,","Starting at $116,393 Per Year (GS 14)",Project Manager,116393
General Engineer (Project Manager),"Treasury, Departmental Offices",Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13-14)",Project Manager,112015
IT Project Manager (Policy & Planning),AmeriCorps,Other Agencies and Independent Organizations,Anywhere in the U.S. (remote job),"Starting at $132,371 Per Year (NY 4)",Project Manager,132371
Supervisory Project Manager,Office of the Chief of Staff of the Army,Department of the Army,"Pentagon, Arlington, Virginia
                    Pentagon, Arlington, Virginia","Starting at $155,700 Per Year (GS 15)",Project Manager,155700
SUPERVISORY IT PROJECT MANAGER (PLCYPLN),U.S. Marine Corps,Department of the Navy,"Camp Foster, Japan
                    Camp Foster, Japan","Starting at $84,546 Per Year (GS 13)",Project Manager,84546
Project Manager (Business Systems Planning Project Manager) 12-Month Register,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Project Manager,116393
Aerospace Engineering Project Manager,Central Intelligence Agency,Other Agencies and Independent Organizations,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $64,957 Per Year (GS 9-14)",Project Manager,64957
PROGRAM ANALYST (PROJECT MANAGER),U.S. Army Corps of Engineers,Department of the Army,"Walla Walla, Washington
                    Walla Walla, Washington","Starting at $82,830 Per Year (GS 12)",Project Manager,82830
PROGRAM ANALYST (PROJECT MANAGER),U.S. Army Corps of Engineers,Department of the Army,"Walla Walla, Washington
                    Walla Walla, Washington","Starting at $82,830 Per Year (GS 12)",Project Manager,82830
Project Manager (Business Systems Planning Project Manager) 12-Month Roster AMENDED,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Project Manager,116393
IT Project Manager (Data Management),Environmental Protection Agency,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $155,700 Per Year (GS 15)",Project Manager,155700
Interdisciplinary (Project Manager) - Civil Works,U.S. Army Corps of Engineers,Department of the Army,"Sacramento, California
                    Sacramento, California","Starting at $91,220 Per Year (GS 12)",Project Manager,91220
Intergovernmental Liaison Project Manager,Nuclear Regulatory Commission,Other Agencies and Independent Organizations,"Rockville, Maryland
                    Rockville, Maryland","Starting at $132,368 Per Year (GG 14)",Project Manager,132368
MWR Engineering Technician (Project Manager),"Commander, Navy Installations",Department of the Navy,"San Diego, California
                    San Diego, California","Starting at $86,000 Per Year (NF 4)",Project Manager,86000
SUPERVISORY IT PROJECT MANAGER (PLCYPLN),"Commander, Naval Information Warfare Systems Command (NAVWARSYSCOM)",Department of the Navy,"Spawar, Charleston, South Carolina
                    Spawar, Charleston, South Carolina","Starting at $82,830 Per Year (NM 4)",Project Manager,82830
TECHNICAL PROJECT MANAGER (ADMINISTRATIVE/TECHNICAL),Naval Sea Systems Command,Department of the Navy,"Crane, Indiana
                    Crane, Indiana","Starting at $82,830 Per Year (NT 5)",Project Manager,82830
Interdisciplinary (Regulatory Project Manager),U.S. Army Corps of Engineers,Department of the Army,"San Francisco, California
                    San Francisco, California","Starting at $57,778 Per Year (GS 7-11)",Project Manager,57778
Information Technology Project Manager (Policy and Planning),U.S. Army Cyber Command,Department of the Army,"Zama, Camp Zama, Japan
                    Zama, Camp Zama, Japan","Starting at $78,209 Per Year (GG 12)",Project Manager,78209
Supervisory IT Project Manager (Policy and Planning),U.S. Army Communications Electronics Command,Department of the Army,"Aberdeen Proving Ground, Maryland
                    Aberdeen Proving Ground, Maryland","Starting at $141,022 Per Year (DB 5)",Project Manager,141022
Supervisory IT Project Manager-12 Months Roster,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (IR 4)",Project Manager,116393
INTERNATIONAL PROGRAM SPECIALIST (PROJECT MANAGER),Defense Threat Reduction Agency,Department of Defense,"Fort Belvoir, Virginia
                    Fort Belvoir, Virginia","Starting at $112,015 Per Year (GS 12-13)",Project Manager,112015
Civil Engineer (Highway - Project Manager) - DIRECT HIRE,Federal Highway Administration,Department of Transportation,"Lakewood, Colorado
                    Lakewood, Colorado","Starting at $109,107 Per Year (GS 13)",Project Manager,109107
Information Technology Project Manager (Policy and Planning),U.S. Army Cyber Command,Department of the Army,"Okinawa Island, Japan
                    Okinawa Island, Japan","Starting at $78,209 Per Year (GG 12)",Project Manager,78209
Insider Threat User Activity (UAM) Project Manager,Office of the Director of National Intelligence,Other Agencies and Independent Organizations,"McLean, Virginia
                    McLean, Virginia","Starting at $112,015 Per Year (GS 13)",Project Manager,112015
Insider Threat User Activity (UAM) Project Manager,Office of the Director of National Intelligence,Other Agencies and Independent Organizations,"McLean, Virginia
                    McLean, Virginia","Starting at $112,015 Per Year (GS 13)",Project Manager,112015
Insider Threat User Activity (UAM) Project Manager,Office of the Director of National Intelligence,Other Agencies and Independent Organizations,"McLean, Virginia
                    McLean, Virginia","Starting at $112,015 Per Year (GS 13)",Project Manager,112015
Facility Operations Specialist (Project Manager),National Park Service,Department of the Interior,"Phoenix, Arizona
                    Phoenix, Arizona","Starting at $72,037 Per Year (GS 11)",Project Manager,72037
Project Manager (Temporary Reassignment/Promotion),Federal Aviation Administration,Department of Transportation,"FAA Location Negotiable Upon Request - See Additional Info,","Starting at $88,791 Per Year (FV J)",Project Manager,88791
Information Technology Project Manager (Policy and Planning),Field Operating Offices of the Office of the Secretary of the Army,Department of the Army,"Fort Eisenhower, Georgia
                    Fort Eisenhower, Georgia","Starting at $53,309 Per Year (GG 7)",Project Manager,53309
IT PROJECT MANAGER/DATA & RECORDS MANAGEMENT SERVICE OWNER,"Commander, Naval Information Warfare Systems Command (NAVWARSYSCOM)",Department of the Navy,Multiple Locations,"Starting at $71,099 Per Year (DP 3)",Project Manager,71099
Supervisory IT Project Manager NTE 1 year MBE/MBMP -12 Month Roster,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (IR 4)",Project Manager,116393
Education Services Specialist (Project Manager) (12 Month Roster),Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $54,727 Per Year (GS 9-12)",Project Manager,54727
Management and Program Analyst (Project Manager) 12-Month Roster,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $98,496 Per Year (GS 13)",Project Manager,98496
Management and Program Analyst (Project Manager) (12 Month Roster),Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $116,393 Per Year (GS 14)",Project Manager,116393
Management and Program Analyst (Project Manager) 12-Month Register,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $69,107 Per Year (GS 11-13)",Project Manager,69107
Management and Program Analyst (Project Manager) 12-Month Register,Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $98,496 Per Year (GS 13)",Project Manager,98496
Supervisory Information Technology Specialist (IT Project Manager) - DETAIL NTE 180 DAYS,Drug Enforcement Administration,Department of Justice,"Arlington, Virginia
                    Arlington, Virginia","Starting at $132,368 Per Year (GS 14)",Project Manager,132368
Amended Management and Program Analyst (Project Manager) (12 Month Roster),Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Project Manager,116393
"Management and Program Analyst (Project Manager) NTE 1 YR, MBE, MBMP (12-Month Roster)",Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $116,393 Per Year (GS 14)",Project Manager,116393
PROGRAM MANAGER (ASSISTANT PROGRAM MANAGER ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,"Redstone Arsenal, Alabama
                    Redstone Arsenal, Alabama","Starting at $86,001 Per Year (NH 3)",Project Manager,86001
"Education Services Project Manager Temp NTE 1 YEAR MBMP, MBE 12-Month Roster AMENDED",Internal Revenue Service,Department of the Treasury,"IRS Nationwide Locations,","Starting at $98,496 Per Year (GS 13)",Project Manager,98496
"Management and Program Analyst (Project Manager) ROSTER, Temporary--NTE 1YR, MBE 2YRS",Internal Revenue Service,Department of the Treasury,Multiple Locations,"Starting at $136,908 Per Year (GS 15)",Project Manager,136908
Project Manager (Contracting Officer Technical Representative and Human Resources Specialist),Office of the Director of National Intelligence,Other Agencies and Independent Organizations,"Bethesda, Maryland
                    Bethesda, Maryland","Starting at $132,368 Per Year (GS 14-15)",Project Manager,132368
Project Manager (Contracting Officer Technical Representative and Human Resources Specialist),Office of the Director of National Intelligence,Other Agencies and Independent Organizations,"Bethesda, Maryland
                    Bethesda, Maryland","Starting at $132,368 Per Year (GS 14-15)",Project Manager,132368
